,label,full_text
5307,1,_elenaraquel_ swag bitch aha
5308,1,_goldwhippp faggot old people people drive drunk people
5309,1,_iamken fuck brett farve redneck stuckup give damn lol campus acting like shit
5310,1,_iamken make team nigga trash lol
5311,1,_iamdriven_ hdrealtor even sure bro im ignoring hurt bitch tonight lol
5312,1,_iamquinichole song ion kno referred future wife bitch
5313,1,_inhalelove_ bitch love alex target
5314,0,_jaelynbeeee somebody look like die first tube flappy bird lol
5315,1,_james_kirby_ mflury back ya queer bag
5316,1,_kaeejones got ta find know cali got hoe
5317,1,_kaeejones lmaooo boy thought w type right spelling hoe
5318,1,_kaeejones bird gone run
5319,0,_lakers life tracy morgan sad comparison come try dwight howard accurate stupid monkey
5320,1,_leeyoo goldflacko niggah yo lil bro fuck
5321,1,_leeyoo niggah
5322,1,_lezzzbehonest colored supposed good influence
5323,1,_lezzzbehonest bitch
5324,1,_lifeofsin theeepp bitch
5325,0,_linsanity derrrrrrr st song actually good compared trash shes showman omg
5326,1,_lranderson hoe
5327,1,_maniac_mind_ marcfoor stfu gon na fuck oh pussy ad nigga
5328,1,_maniac_mind_ jet_life nick_ _ bitch u one steady talking stfu bout shit hoe nigga
5329,1,_maniac_mind_ jet_life nick_ _ said wa stop putting word mouth something bitch would
5330,1,_maniac_mind_ got beef tell yo boy alex stop acting like bitch bring duck
5331,1,_mariapetrova markkelly missstef samharrisorg ok right wing teabaggers gun nut like harris hell even fucking cop
5332,1,_marzzz nigger
5333,1,_mckenzienoel miss bitch
5334,1,_mostdope _ jenny say evil bitch
5335,1,_nadiaxo fag
5336,1,_nolackingg kinda figured lil bit u said bitch u cute
5337,1,_prawda_ dying oh bitch exit mention last era wa huge album tour golden globe cont http co gkujxiadep
5338,1,_perarl bitch thick bitch tv want
5339,1,_perarl need date grandma turnt lil pussy bro called lil baby name like lame amp dork
5340,1,_rachel_robbins realest bitch rt
5341,1,_renaissancejay send box droided da mile nigga got da dro droid na drum fo pussy boy yeer
5342,1,_renaissancejay get loredo steak dat bitch u ballin
5343,1,_renaissancejay nigga stop hatin bitch feelin coolio b n two u think dem bitch made nigga got yo back u smokin big worm shit
5344,1,_renaissancejay pussy
5345,1,_reneashac rishaawilliams hoe yu erbody bitch
5346,1,_richhomiekevin go sleep niggah lol
5347,1,_saltlife lol chill pussy
5348,1,_saltlife long story lol missed faggot
5349,1,_sincere lmao hoe extra sensitive via text swear hear tone every letter start using punctuation
5350,1,_soulsurvivor_ zakbauer dont problem zak seem like faggot http co nbfaarxvrp
5351,0,_sparklelikezen save brownie
5352,1,_squeezemebaby tell dumb hoe
5353,1,_starrhall_ rene_gadecowboy absolutely speechless bitch crazy
5354,1,_tajmahal_ _el_padrino__ abellaxxx lmao fa real cuz really saw throw dat bitch circle lol
5355,1,_that_vibe_ bitch gretchen weiners want
5356,1,_theblacknerd wyd fag
5357,1,_thecrownedhead bitch
5358,1,_triggaplease_ kanyewest faggot
5359,1,_triggaplease_ nigger hello
5360,1,_turndowndre jordan__grimes kushdaddycorr trob_waddup true idk even convo dumb nigger attention whore
5361,1,_turndowndre kushdaddycorr smell fried chicken mile away boi clean nasty ear ratchet bitch
5362,1,_turndowndre kushdaddycorr lmao stupid nigger
5363,1,_vivmmxii yuhh finna hit hoe
5364,1,_wordtothewise many time listen pussy song today
5365,1,_wordtothewise hoe shit
5366,1,_wordtothewise must sent bird call get shit
5367,1,_xoxokelsey_ hell naw fuck bitch serf right
5368,1,_ydotm really thou im looking like hulk hogan bitch
5369,1,__ utcast___ said oh nah ur dude getting heartless bitch met
5370,1,__black_jesus bitch u know mean spell champ nut
5371,1,__black_jesus yea forgot wa talkin degenerate faggot
5372,1,__c_h_i_n_g__ daughter date little fag bag bekkalina pimpslapncow http co sabx mcus
5373,1,__dattootiegurl hoe cook
5374,1,__dutch bitch stop hating immaculate suit
5375,1,__dutch birthday hath already passed little fanfare enjoy day blessed bitch
5376,1,__motomoto real bitch
5377,1,__nikesnshit better ima let bitch slide right standby
5378,1,__taesavage pussy
5379,1,__trail__ take like tamu bitch jumped beating sc good thejournalist guyjeff
5380,1,___asiaj lol bro said bitch u
5381,1,_____ __o______ faggot
5382,1,___kd_ need bitch
5383,1,__angieex ik pussy
5384,1,__baabyshaay okaaaaay bitch never care edge still laid
5385,1,__hannerr__ faggot
5386,1,__kiante im askin negro lol
5387,1,_ajayb cry im bitch wa pissed cop wa trying charge hole bunch bullshit p
5388,1,_angelaaau hey fag lt
5389,1,_asheyk pussy
5390,1,_bradleey lmfaoooo yooo lost elevator pas even share bitch want go get another one even tho know
5391,1,_bradleey like bitch struggle use stair let ppl get
5392,1,_cblaze barbod fcb oddbeast man bitch gon na damn thang u like got say unfollow
5393,1,_cblaze kieffer_jason ask boy jason keiffer still tryna get one one block pussy boy
5394,1,_cblaze sorry eat pussy
5395,1,_chrisbrownn fuck bitch get money
5396,0,_dimejii know samklef said lie man guy think beast naija pop music trash wizkid
5397,1,_dinora_e jk would bitch got done
5398,1,_elennamichelle nope stuck house full fucking nigger help escape
5399,1,_elennamichelle ur around got ta keep dat scent keep filthy nigger away
5400,1,_fckwatchuthink huntermoore know could go drink bleach bitch
5401,1,_fullawhite haha nigga coco wait fuckkk like hunna hoe summer haha jk
5402,1,_fullawhite rt wey went job interview high bitch straight stanking like dank haha eye red hoe
5403,1,_igother bitch dont talk like bro
5404,0,_icantmiss boy still got bird cage lol
5405,1,_icantmiss send hoe
5406,1,_illionaire taking hoe lol
5407,1,_jeff_hank lgreiner raycewarden bigjohn_studd shut nigger
5408,1,_justlexis lol whatever fag
5409,1,_lexisperez ate pussy could
5410,1,_littlepuffin saw bad bitch mf switzerland feel love
5411,1,_littlepuffin hoe
5412,1,_lostb meant bitch scum
5413,1,_lostb bitch boy
5414,1,_lostb bitch w dick
5415,1,_lynnogawa bitch
5416,1,_michellecole_ nice hoodie faggot
5417,1,_n k_nak status report making pit stop canada rape bitch
5418,1,_nowashington liked hoe
5419,1,_nowashington hoe wa like
5420,1,_puderbaugh bitch get two
5421,1,_queenveronica haha yolo ya hit hoe
5422,1,_reathie man bring yo bitch ion give dam bout yo mf attitude
5423,1,_reathie u better sit yo bitch til
5424,0,_shegotthis yellow rice black bean pork chop si
5425,0,_spenceyy scanger
5426,1,_tee softestmuffin torahblaze spread filth ur white dog amp good ol boy ltao fuckin monkey
5427,1,_tee softestmuffin torahblaze u lost puppy dont know shit leave nigger alone u learn something besides like
5428,1,_tee torahblaze tommyguns____ softestmuffin let one dingy real nigger dog catch miss torah dont want thot shit
5429,1,_thedarius bitch get job first
5430,1,_thedarius bitch looking shit
5431,1,_thedarius bitch
5432,1,_thedarius boy wa clean bitch
5433,1,_thecrave funny tweet ashy nigger
5434,1,_tiffanycarter bitch im mad slapping
5435,1,_tiffnasty bitch great valuable pussy always make use protection many nasty dick nigga
5436,1,_tiffnasty nigga didnt desrve bitch first place
5437,1,_tiffnasty yes love make em masturbate voice bitch love southern accent
5438,1,_ton zz life aint shit bitch money passed weed like studied
5439,1,_tonydennis trash ik wanted fuck dorsey
5440,1,_travvv pussy http co axm pcw
5441,1,_turtle_gang let fuck hawt bitch foam glow
5442,1,_westwest_yall phampel woohoo new black kill cracker baby panther rescue racist trash thug ferguson fergusonriot
5443,1,_womanoverboard nigger
5444,1,_wordtothewise hurt im wtf fuck danielle bitch
5445,1,_xpriceless_ casio_datguy bitch get punched tf lol
5446,1,_xpriceless_ casio_datguy bitch u got fuckked
5447,1,_xpriceless_ bitch take dat shit imediatly
5448,1,_xpriceless_ bitch u forcin talkin family shit watch
5449,1,_xpriceless_ bitch u got fuckked go suck lil action whamm like u always thursday friday think ik u
5450,1,_xpriceless_ correction bitch yo illiterate wan na eat pussy got center street boy dat u suck nun major
5451,1,_xpriceless_ naw fuck u bitch go suck cartier
5452,1,_xpriceless_ ok bitch damn even tierd phone dying
5453,1,_xxsarafina haha hoe go hard rt
5454,1,abartick bitch purple short aqua beat
5455,1,a_murda_ happy birthday bad bitch
5456,1,aaliyahhhm knowww righttt even know use shit update status hoe
5457,1,aaryneliza im n hate elissa fake cunt
5458,1,aasthaxoxo oh shut mouth wa talkin morning fag
5459,1,aaymee fucking retarded drinking tonight
5460,1,abbey_kuck whooped turnin pussy
5461,1,abbywiseman haha bitch team
5462,1,abdashcole x _nation natalieschroyer fuck raptor fun tranny fails k mile
5463,0,abdullah_omar come guy whose sole qualification cm lucky sperm
5464,1,actionlljackson unless bitch word awesome wrong
5465,1,adamjferraro actually boy right dorky mom amp dad watching streit make bitch
5466,0,adnanespn houston wa top five ahl attendance aeros transplanted snow bird would love team
5467,1,adorianloveee man fuck bitch http co oixhg jtv
5468,1,aerinblazin right okay bitch
5469,1,afuehring little bitch emotion cuz feeling
5470,1,ahimla want either suck pig arse muzzie biotch get phuck go back hellhole life
5471,1,airam _ wa like bitch better chill oh hey maria
5472,1,airam _ shit wish wa socially acceptable beat bitch ass lmao
5473,1,airwolf noinfidel tedcruz sarahpalinusa twshannon alaska nothing going nothing nothing bitch law
5474,0,aj amazing obispo ho big
5475,1,aj amazing already know mane since th grade killin hoe
5476,1,ajam never happen much republican redneck oil money sad butt true corruptamerica
5477,1,ajbruno jamesokeefeiii jdhayworth nope term used mock teabagger scum like three better luck next time pal
5478,0,akarekt ladyvodkax go air bad air next brownie
5479,1,akayankeee bitch probably deserved lol
5480,1,alammus wesideconnect arbitrarydesign damn_jehu michaelsayeth fellow anarchist quit vagina p like jr high bitch
5481,1,alammus small man syndrome usually deep huge pussy join authority compensate weak ego
5482,1,alanaaaaaa_ pussy
5483,1,alanaaaaaa_ laughing hoe
5484,0,alberdough check cashing corner el cajon calwood across steer pollo loco
5485,1,aldofelix naw dude wish white trash
5486,1,alesiahenderson wat faggot
5487,1,alexbenovich run pussy
5488,1,alexiscarfield thought sheeba sheeba got lookin like zebra
5489,1,alexiscarfield ya damn right nigglet
5490,1,alexissert leave dyke
5491,1,alexissixela__ stfu youre pussy sit noise
5492,1,alexisxisabel death attention hoe
5493,0,alexnolan claddos takutaneka regankelly ill give tip beware ugly bird hide behind massive lensed sunnies
5494,1,alexrice_ wow like year late bitch
5495,1,alexrojas_ pussy
5496,1,alexrojas_ yo fag rojas
5497,1,alexxx_carr nick_ _ sitting talking u would gon na something bitch doe
5498,1,alexxx_carr bitch
5499,1,alicianotalisha idk went school like week ago bitch gave paper shit telling class paid
5500,1,alisha_serv thats wassup u got bitch sending booty pic tho lol
5501,1,alizahwi make yo bitch open leg
5502,1,alliemathews tweet text back ok fag
5503,0,allsportsbruh qbs season trash brought veteran could someone play
5504,1,allsportsbruh literally retarded dropped head
5505,1,allsportsbruh say waste draft pick manziel mallet telling delete account retarded
5506,1,allyssasss wa fag back
5507,0,almuirsi probably yeah account ha personality handle though wear yellow suit put point
5508,1,alneezy hung dude fuckin bitch mauimescudi
5509,1,alwayznpolo fuck cop fuck tarah bitch elongated nose shaped like horse dick tarah_dactyl_
5510,1,alyssadugan cry still even talk even though supposedly shady bitch confront lol
5511,1,alyssawiens faggot
5512,1,amandabynes give clothes look like cute dyke
5513,1,amarierubio chink eyed
5514,1,ambitiousbree trueee wait til day bitch try
5515,1,amck sound like prenup gon na cash apparently ha ghetto credit magine
5516,1,americ n joeylattime christian keep laughing fuck u instead pussy bitch
5517,1,amyklobuchar wa amp tried beat much weaker creepy cracker dead zimmerman wa woman
5518,1,anandpradhan kavita_krishnan funny read retard liberal tweet anand u delete salwar tweet anyway say hi digvijaysingh
5519,0,andersondrlja sick self serving politician standing bo trash america wearerepublicnotregime impeachobama
5520,1,andreajmarkley gantaro yes sorry grant bitch going ignore like libtards ignore majority voice
5521,1,andrewzoudo blvckbricks still gon na smack fuck trying act hard twitter haha pussy nigga
5522,1,anepicname reason give ahve fucking catalog bitch arcade game fire
5523,1,angelo_gl tommy_russell_ yall aint gon get stitch pussy
5524,1,angelo_gl oh yea lo aka mr bitch lmao
5525,1,angelo_papale lol ya need sum beacg bod ab pussy boy
5526,1,anggxo get twitter fag
5527,1,anniec ugly white bitch
5528,0,antiamnesty appsame whitehouse agree naturalized citizenship anchor baby amnesty go parent country origin
5529,1,apmorales got ta keep fighting bro thea hoe trying bring thestrugle
5530,1,aravosis may jump u ball le dick wad conservative feminist disabled vet bitch wish u luck capital f dloesch
5531,1,areuseriousrn harmon_lauren okay get bitch dick anyway thanks tip
5532,1,argylegray jtrevorhowerton hollyrfisher give flying fuck think tweet worthless teabagger scum
5533,0,ariennajanee mutual lil yellow bone
5534,0,ariennajanee thats youz yellow bone
5535,1,arionnee cuz know wa playing witchu aint call yo mama bitch say yo brother ugly af
5536,1,arionnee smh iont understand fuck hoe
5537,1,artiequitter fuck em take joke liberal pussy think joke sarah palin amp daughter funny
5538,1,aschops absolutely agree statement amusing angry make teabagger scumbags alone worth
5539,1,asdfgheatherr tonight gon na hoe tomorrow
5540,1,ashez mskyleighmarie bitch
5541,1,ashhruggiero happy birthday queer
5542,0,ashley_smith colored contact
5543,1,ashleyasatu lmaoooo calling hoe mad shutcho uglass
5544,1,ashleyrike sick bitch
5545,0,ashleyypat im trash ur trash since baes
5546,1,asiahh__ alright bitch hope someone deletes life suck dick get hit bus
5547,0,asiahh__ nah replied like literally everyone else called trash go check believe
5548,1,asshole_king oh drafted gay come tv well u welcome redskin nation queer lot nigger
5549,1,asshole_king pat owner kike
5550,1,asshole_king pill nig last year like magic j nig hav died year ago first team draft gay
5551,1,assholee hoe
5552,1,atheistfront cutrealty a_m_perez athe stp wer yea spell check bitch let stay topic
5553,1,atownbrown carminezozzora lol worked well black folk past better bring cracker um
5554,1,atspace nigga hoe suck wayans brother funny jamie foxx number
5555,0,aurabogado el negro
5556,1,austin_farrar yeah way block fag scared go hit girl tough doe make tough enough know beat
5557,1,austin_farrar fucking queer faggot bitch
5558,1,austinrea_ sbsylvester hunterbuch kieffer_jason bitch wtf said christopher chris mf
5559,0,awfulbot pig bird
5560,1,b beat pussy
5561,1,b ssladyre go sleep bitch
5562,1,b ssladyre lmao wish bitch
5563,0,b ssladyre ate wee brownie seeing random cat
5564,1,b ssladyre lmao know kitty master hate bitch
5565,0,b gsean let say hellen keller make better brownie
5566,1,b_scheich salute bad bitch
5567,1,b_shiznitt italian_montana wtf bitch seen without
5568,1,b_shiznitt cum thru bitch
5569,1,b_shiznitt fuck bitch
5570,1,b_shiznitt fuck bitch
5571,1,b_shiznitt wanted let everyone know downloaded whole acoustic justin bieber album fag
5572,1,b_shiznitt good pussy
5573,1,b_shiznitt lying bitch
5574,1,baaaabyshaaaay_ niggah
5575,1,baaaabyshaaaay_ ununnnn plan text niggah
5576,1,baaaabyshaaaay_ yassss bitch
5577,1,baaaabyshaaaay_ spitted sprite niggah yo smart mouth deserved amp well stfu lol
5578,1,babynacca zneezy good boy need pussy damn
5579,1,babyspittle kimmyincali martinishark senatorreid still blaming bush fucking retard
5580,1,bad_boy_six ksteven ya go wetback eat http co kf pgzvh g
5581,1,badluckbella_ lil nig
5582,1,badnewsbridget morbidmermaid evanbecker lying sack shit know love lesbian jk jkbridgeturstraight fag
5583,1,badnewsbridget lol fag
5584,1,badshah ur pal stlabubadu threat apostate kufar gt cld cut ur neck w sword islam amp watch u squeal like bitch like daniel pearl
5585,0,baileymw sole reason come chipotle incase know keep good work babe
5586,0,ballzahoy cowboy killer
5587,0,basedgvbe trash
5588,1,baskgod nah clowney bitch nigga
5589,1,bayjackson lol crew actual hoe
5590,1,bbhairs get famous buyin yo art bitch dat shit da crib
5591,1,bbluedreamm chris_cruz hunglikerobby_ kenna stfu quit bein bitch wa tellin robby stop god
5592,1,bbluedreamm chris_cruz hunglikerobby_ bitch
5593,1,bbluedreamm kelliestebbins original faggot
5594,1,bbluedreamm bitch reply
5595,1,beautifulbeeee yes every guy bitch today lol smh
5596,1,beejohns gon na find redneck girl one day
5597,1,beenlame fucktravonn faggot
5598,0,beepbeepamanda today wa talk like pirate day absolutely nobody knew id charlie morton impersonation day
5599,1,beesands call white trash money
5600,1,bellaangeletti ud still fag wa lolz
5601,1,bellaangeletti ur fag
5602,1,benshapiro teabagger babel fuck masturbated timtebow hate gay r successful
5603,1,bernadettvajda always put ginger red yellow leopard print
5604,1,bestassbestface omg ur finally losing ur patience cause ur hoe love stop laughing
5605,0,beth steak either hurry brownie picture u posted made drool phone
5606,1,betysweetcocker white woman pussy
5607,1,bigdickdoane positive thought nig nog
5608,1,big_business_ lmao dog type let faggot try decipher
5609,0,big_msudawg oh state enjoy trailer trash sub par sport
5610,1,biggerboat please little depressed bitch entire time
5611,1,bigksmoove hoe look good
5612,1,bigshaadswerver alejandro_bihhh seen hoe
5613,1,bigshaadswerver yea tj hoe dunking everything tk hitting shot juelz handling bitch
5614,1,bijoudulcet gemini rule hoe
5615,1,bill_gaines morningjoe atf charge prosecuting case teabagger republican confirm director lead agency
5616,0,billyeichner since tomcruise hoser hi
5617,0,billyrunaway hope larger bird
5618,1,binniemouse bitch kill vibe
5619,1,bitchdicknigga yeah cum itch slit baby cake
5620,1,bitchdicknigga fucking nigger
5621,1,bitchkrieg hbic head bitch charge lol
5622,1,bitchkrieg like new avi twitter retarded show cub hat stalk profile show new one
5623,1,bitchsides bitch ihy
5624,0,bitty_boop oreo cooky sound wonderful
5625,1,bjohnson follow love bill may bitch never quit
5626,0,blackrepublican long name change al memorabilia w redskin name deemed racist therby illegal
5627,0,blackymiles lol get yellow bleach stain use baking soda hydrogen peroxide paste stain throw washer
5628,1,blakeshelton coming bitch boy http co yasxoqnlea
5629,1,blastmccurdy dream little leprechaun hemroid
5630,0,blowme mean trash
5631,1,bm bitch naked
5632,1,bnp overrun mongrel zog jew run country want white man perish
5633,0,bocgeogaddi anepicname lmaooooo epic bird win
5634,1,bogglethemind aj wa fly portugal amp open whoopass since started zoom still run bitch
5635,1,bongwynnn wow faggot
5636,1,bonnoxxx nah bitch u addicted spazzin fasho fuc molly tht shit happend time lean scarce stfu hoe go spazz sum thot
5637,1,bonnoxxx since day u remember tha bitch alabama lmfaoo big
5638,1,bonnoxxx u kno im talkin bout bitch lmfao
5639,1,bonnoxxx haha bitch ima draw webb bullet round yo fuggin forehead beamthat bitch know reside
5640,1,bonnoxxx nah said fag
5641,1,bonnoxxx u smokin bitch
5642,1,bonnoxxx yea cuh bitch fuc donald sterling cuhz pimpin tho
5643,1,bossliyah_ dm number hoe
5644,1,bosxe worked bitch
5645,0,boxingscene rpopbox bronzebomber boxing charlie z really doe need mental help check http co ckbs wczu
5646,1,boxingscene danny deep deep water many badass son bitch
5647,1,boxingscene nobody ever gon na take clown serious lil bitch
5648,1,bradley_eckman say shit like lil nig give stamp
5649,0,brandondgk board still tie dye one monkey edition black silver newest one
5650,1,brandon_even aint bitch im talkin bout aint jungle fever lol
5651,1,brandynasty bitch nigga dont get hurt
5652,1,brendacoyt_ ayee ayee snow niqqa amp amp bitch slide crib
5653,1,brendacoyt_ got bitch snowboarding
5654,1,brendacoyt_ ahah chill bitch look better
5655,1,bri_shackelford bellaangeletti sorry dyslexia bitch
5656,0,brianabrazilian oh phone trash knew
5657,1,brianholmes bitch
5658,1,brianholmes god send retard hell
5659,1,brianholmes pussy
5660,1,brianholmes drunk bitch
5661,0,brianstelter took uber yesterday advertised lt ny taxi wa actually yellow taxi price uber
5662,1,briere_alex bout time bitch
5663,1,britneyspears matter im proud ur little im n old southern bitch hang n baby
5664,0,brittbritt_naay wexican
5665,1,brittneycordova blame hoe innocent
5666,0,britty_jurgens music suggestion lil spook
5667,1,broneadams yo bitch stay lookin like clown
5668,1,brookbristow bigassmoustache people got ta bitch something
5669,1,brookeschade piperleigh_ cass_uhhh_deee baylee yall stfu pussy shit
5670,1,brotherbill thirsty hoe
5671,1,brrrrangadang nigga know damn well coon
5672,1,bsails dyke ron
5673,1,buffprobzzz dude took running like bitch
5674,1,burke donthebear nig ok big time shit talker twitter name face info
5675,0,butterfliesblue heard green tea make lose weight imma coon explains watermelon
5676,1,bygbootiejuliie facetime doms bitch
5677,0,c ntact kevini bumcia trash smfh would thought would gone khan said make sense
5678,0,c_drew_ guessing player talking trash
5679,1,c_mccann fuck yes triple xp nigguh
5680,1,caitnicole sure broke nig
5681,0,cakedjake laying rock around lake welcome join redneck workout muscle
5682,1,calissstaaa cause damn border bunny forget already
5683,1,calumlove might havti give visit cunt going family im done
5684,1,cambreezy_ andrewwayne thereal_emandm retarded cousin lmao
5685,1,cambreezy_ thelittlefella_ spelled faggot e cool lol
5686,1,cameron_ast lanahudsonnn ijrojo bitch shut fuck follow u say nigga
5687,1,cameron_ast lanahudsonnn u fucking still talking bitch wan na see give fuck ugly girlfriend son
5688,1,cameron_ast lanahudsonnn bitch fuck u wan na nigga stfu talking something
5689,0,caraabastow cute fuzzy one hehehe
5690,0,caritoguey charcoal pre owned sole wear scuff size cherry size
5691,0,carlybaejepsen trash
5692,1,carlybutler texted yea queer bait
5693,0,carolinebakkk bumblebee
5694,0,carpedehope standing btw yellow line
5695,1,carterboy_leake italian_montana tyg chill dad get bitch school griff
5696,1,cass_uhhh_deee pussy
5697,1,catleesh_ small pussy size plug
5698,0,caycifish monkey poor bottle
5699,1,caykelly madisonearhart u guy fag
5700,1,caylanashlee cause everyone love yo bitch rite yea sure
5701,1,caylinwillis fuck yankee
5702,1,cb_marie u jus clutch spot bitch turn
5703,1,cb_marie bitch yes omg jus saw one em yesterday disbelief rode like oh court bro lost
5704,1,cbfollowheidi black girl funny talk literate pathetic dick riding die hard fan rofl disgust retard
5705,1,cbfollowheidi bye ugly hoe please something nasty horse hair weave
5706,1,ccass liveitupjersey real serious ct bunch whiney cunt
5707,1,cdnrod bitch cause police showed force thing preventing getting turned road kill shutdown
5708,0,cgoodwoman stevenadamswv crystal probably person world interested poor black hillbilly jamaica poor white hillbilly wv idea
5709,1,chandraingram sound like bout smack hoe
5710,1,chanel_ playa toddie_soplayer nigga proud wa bitch going get weed car
5711,1,chanelisabeth emmasayshai icanhashtaghoweveriwant bitch
5712,1,chanelisabeth drive illegally retard
5713,1,chanelisabeth subtweeting sister hoe
5714,1,chanelisabeth cuz ur bird bitch
5715,1,chanelisabeth fuck yo bitch
5716,1,chanelisabeth nigger music
5717,1,chanelisabeth well first class bitch go bitch life bitch
5718,1,charlieecai ok stupid bitch
5719,0,charlierose jdickerson racist norahodonnell texas trash gwbush came wh numb remember republican stole election
5720,0,charlierose jdickerson racist norahodonnell tx trash comparison betwn pres obama n gwbush rt poll show supported
5721,0,charliesheen charlie please stop ole fart another
5722,0,charliesheen charlie im old lady ever say ugly thing ur childrens mom get jus dont big hug
5723,0,charloosss keepitplur nicoleariel_ chug tall homegirl approve lol
5724,1,charmarie hoe good
5725,1,chase_wickett langkeaton bitch im waitin chicken nugget
5726,0,cheetahxcheeks lol trash would kept wa cute
5727,1,chelsiielynn tried bit bottom lip like wa snack bitch
5728,1,chemicalkidss bitch look like fucking white trash trailer park queen lookin man bear pig http co fqyxljyiet
5729,1,chesteredits nacbiller bad former psyqo nigger like anime
5730,1,chloeforsale wigg love bitch
5731,0,chris x nevadapr camel ostrich zebra see race vccamelraces
5732,1,chris_hardardt pussy
5733,0,chrisbickert want love gook awesome get
5734,1,chrisbrown cmpunk amusing mean make cry like bitch yeah agree
5735,1,chriscurtis agree fat bitch girl left gettin passed around
5736,1,chriscurtis tryna b low one day bitch gon na realize nigga talk l
5737,1,chrisrmz dude wa bitch nigga took running
5738,0,christianvansly haha shocked barca got yellow card time
5739,0,chucktodd meetthepress wa walking amp little bird pitch doorstep singing sweet song melody pure amp true saying
5740,1,chvrlesgoldie like hov said ghetto b lol
5741,1,cj_menaa nigga duggy dem dead hoe lol
5742,1,claire_ming get orange hoe
5743,0,clangloisss hmu negro
5744,0,claraoswined cute love yellow raincoat contrast amp hair look cute p love face icon
5745,1,classy_girls bruh u pussy talk
5746,0,cleggzta ho ho ho
5747,1,clfrew bitch
5748,1,clfrew ill slap hoe
5749,1,clinchmtn sixonesixband america today rule thumb doubt blame whitey
5750,1,cluis peep bitch
5751,0,cnnbrk let guess yellow cake crap different president
5752,1,col_aches bitch everything
5753,1,cody_laws bitch
5754,1,coffincreepxx throw faggot word smh smh smh
5755,1,colinkane ur tool posting vid dude pacing especially u pussy film face
5756,1,collegefession bitch
5757,1,collinaudre see ya never need go tryna go ape shit
5758,0,contrarian youtube yeah great song watching msg concert yankee stadium gig
5759,1,cooliedaggera capotoheaven wld u wan na faggot dude faggot like
5760,1,coolstorysam morgannndee thought fucked birth defect made nip heart shaped lmao
5761,1,cooney_mane nflcommish right rule nfl ha strike policy drug josh gordon retarded
5762,1,corey_emanuel bet trash self petty
5763,1,corey_emanuel bet pay back bitch
5764,1,corrinybug yasss bitch yasss wonder penny passed
5765,1,coryw tired bitch
5766,1,coughlan youre racist white people whigger anti racist codeword anti white anti zionist codeword antisemite
5767,1,covrtneyyy wa bitch lol cute tho wassup gimmi yo numba imma natural lmfaoo
5768,0,craigcalcaterra behind plate game tonight az im looking buy red amp yellow balkamania shirt tear
5769,1,crazy_mike hold fucking bitch
5770,1,creepgoddess ipostdickprints hell pussy print page
5771,1,creepgoddess oh still talking bitch bet none biz tho
5772,1,creoleblood highclasscapri verkannt__ like u bitch wantttt dmx voice
5773,1,cristiannt_ bitch back shit fuck nigga
5774,1,cristiannt_ bitch gon na shut shit feel free join
5775,1,cristiannt_ nigga beat bitch never even fought u need stop making shit bring yo
5776,1,cristiannt_ wow wa like fighting people high school bitch unfollow fuck nigga
5777,1,crocodile_craig bitch u come school
5778,1,crushwb sup nigga cracker home boy ya know blah forget hey ya
5779,0,cryancarfield ever heard story bird bee
5780,1,crystalkethry bad bitch w dread alert
5781,1,ctrembz sure follow fabulous bitch face
5782,1,cubvn_ girl want hold hoe act like show boyfriend
5783,0,cullenbunn maybe baylee ann tater pud nurse fester charlie chainsaw amp mama rot team next time punishermax
5784,0,cumkwats thank based pee slit
5785,1,cup_ah_noodles ya pussy let go wheelin
5786,1,cuteasstab niggah shit serious aint one laughing
5787,1,cuunthiaaa fvnxy fuck right pussy guy
5788,0,cxslug never game wa obsessed angry bird took long cc wa scared lol
5789,0,_ b idk trash though
5790,0,dabbba pinchehonkey far tell coon track cab door window tractor wa parked tree away home
5791,1,dablueprint fuck dont let nobody hit pussy either know firm
5792,0,daggerbyte michaelsmartguy spacej_me pizzahut given rickety slant roof say like pizza shanty
5793,1,daijahshardaee yes bitch cut color curl ha self
5794,0,daishialopez could say thing woman two functioning chest table hold peanut butter cracker
5795,1,daisymcgarr knee let wander around much make trip look fat girl redneck porn wal mart
5796,1,dalmesquita bitch
5797,1,damnit_mannn rojustdgaf twitter shit plus youre female letting dumb sloppy body ignorant bitch speak k people
5798,1,dan ellep retarded fuck general insult hope fall aw csgo scene growing idk
5799,1,dan ellep going full retard right smh
5800,1,dani_crocker wa also need cunt act like something special unprovoked
5801,1,daniellesayswha hoe
5802,0,danifreshh weird local ghetto school haha
5803,1,danikawillow pussy also beer free pizza swear
5804,1,dannycatsteve fucking retarded
5805,1,danram buflo_dolla ur fag
5806,0,danram pussy science donaire via rachel spelling error
5807,1,dantoomey forgot someone niglet
5808,1,dantoomey fuck faggot
5809,1,dantoomey fat irish fucking cunt honestly hope choke death pool jameson induced vomit
5810,1,danusaur goldenarmada_ love hoe
5811,1,dappermuke stick fam disrespect pouch nigguh awe ily http co tuq uad bk
5812,0,darealwalt_jr see jig
5813,0,darrenburton_ take trash separate recyclables
5814,1,darthdanaa yes retard
5815,0,datachick humanity really need get past whole slow stare scene accident ape mentality
5816,1,datexehmm bad bitch intimidate word
5817,1,davegetnmoney phone doin da pussy right lol
5818,1,daveyy_jayy lmao mark guy left get pussy
5819,1,davidam_ yes could leave fag
5820,1,davidly hahahaha aw nut try capture cunt
